,Company_Name,Rcmd_Name,Score
5737,alvopetro energy ltd.,hall of fame resort & entertainment,0.31
12101,fidelity variable ins prod fd vip,blackrock corporate high yield fund vi inc,0.31
4464,"nogin, inc.","connectm technology solutions, inc.",0.31
9014,endava plc,"endeavor group holdings, inc.",0.31
2016,dream impact trust,blackrock long-term municipal advantage trust,0.31
9029,aya gold & silver inc.,lazard global total return and income fund,0.31
12083,fidelity aberdeen street trust,first trust/aberdeen global opportunity income fund,0.31
12080,fidelity funds,aberdeen australia equity fund inc.,0.31
5674,alaska power & telephone co,calamos convertible opportunities and income fund,0.31
9565,canadian critical minerals inc.,delaware investments colorado municipal income fund inc,0.31
10535,green shift commodities ltd.,nuveen preferred securities & income opportunities fund,0.31
3924,first uranium resources ltd.,first trust high yield opportunities 2027 term fund,0.31
4076,southgobi resources ltd.,ishares global infrastructure ucits etf,0.31
11221,r.r. donnelley & sons company,virtus allianzgi equity & convertible income fund,0.31
3858,delta cleantech inc.,wells fargo utilities and high income fund,0.31
5380,mfs meridian funds,federated premier municipal income fund,0.31
4642,urbanfund corp.,aurora technology acquisition corp.,0.31
980,canlan ice sports corp.,calamos convertible opportunities and income fund,0.31
5723,curevac n.v.,"century therapeutics, inc.",0.31
10861,ultimus managers trust,blackrock long-term municipal advantage trust,0.31
10741,blue owl credit income corp.,virtus allianzgi diversified income & convertible fund,0.31
5265,fortress transportation & infra inv llc,cohen & steers preferred securities and income fund inc,0.31
11785,rbc funds,blackrock closed-end funds,0.31
8594,massmutual,adamas pharmaceuticals inc,0.31
4405,kenorland minerals ltd.,nuveen maryland premium income municipal fund,0.31
10674,mirasol resources ltd.,ishares global infrastructure ucits etf,0.31
2151,canalaska uranium ltd.,lazard global total return and income fund,0.31
11698,rieth-riley construction co,duff & phelps utility & infrastructure fund inc.,0.31
11581,ci msci usa low risk weighted etf,invesco funds sicav - balanced risk allocation fund,0.31
9415,veolia environnement sa,invesco pennsylvania value municipal income trust,0.31
5227,new gold inc.,new america high income fund inc. (the),0.31
9396,true north commercial reit,"rivernorth opportunistic municipal income fund, inc",0.31
1004,evermore funds trust,eaton vance california municipal income trust,0.31
11156,black diamond group limited,blackrock global funds - continental european flexible fund,0.31
10132,trans canada gold corp.,eaton vance tax-advantage global dividend opp,0.31
10551,esoterica nextg economy etf,western asset inflation-linked income fund,0.31
4260,iris energy limited,pimco energy & tactical credit opportunities fund,0.31
8911,leon's furniture limited,lazard global listed infrastructure equity fund,0.3
3243,recyclico battery materials inc.,nuveen california amt-free quality municipal income fund,0.3
12839,transamerica idex mutual funds,nuveen dynamic municipal opportunities fund,0.3
8866,nomad foods limited,brown advisory funds plc - american fund,0.3
10392,westbridge renewable energy corp.,center coast brookfield mlp & energy infrastructure fund,0.3
12144,the private shares fund,john hancock tax-advantaged global shareholder yield fund,0.3
12811,mmtec inc,moving image technologies inc.,0.3
3242,tag oil ltd.,eagle capital growth fund inc.,0.3
299,aeterna zentaris inc.,western asset high yield defined opportunity fund inc.,0.3
12114,fidelity colchester trust,invesco municipal income opportunities trust,0.3
7127,the bank of n.t. butterfield & son ltd,eaton vance tax-managed diversified equity income fund,0.3
3218,t. rowe price,brixmor property group inc.,0.3
1070,life insurance company of alabama,nuveen insured new york tax-free advantage municipal fund,0.3
8401,similarweb ltd.,first financial northwest inc.,0.3
9151,cvw cleantech inc.,calamos convertible and high income fund,0.3
12391,desjardins ri canada - net-zero emission,caesars entertainment corporation,0.3
10147,signet jewelers limited,nuveen new jersey quality municipal income fund,0.3
8353,oxbridge re holdings limited,voya emerging markets high dividend equity fund,0.3
4166,avino silver & gold mines ltd.,nuveen preferred & income opportunites fund,0.3
5810,deutsche dws money funds,first trust new opportunities mlp & energy fund,0.3
3805,quartz mountain resources ltd.,nuveen short-duration credit opportunities fund,0.3
3351,new zealand energy corp.,"tortoise power and energy infrastructure fund, inc",0.3
3397,diversified energy company plc,center coast brookfield mlp & energy infrastructure fund,0.3
1954,franklin templeton investment funds,fidelity institutional money market funds - government portfolio,0.3
9093,the cheesecake factory incorporated,western asset/claymore u.s treasury inflation prot secs fd 2,0.3
8179,brf s.a.,skechers u.s.a. inc.,0.3
3899,evgo inc.,selective insurance group inc.,0.3
13104,mfs/sun life ser tr,gaming and leisure properties inc,0.3
3947,allspring funds trust,thornburg income builder opportunities trust,0.3
837,great quest fertilizer ltd.,credit suisse floating rate high income fund,0.3
7044,invesco ltd.,invesco equally-weighted s&p 500 fund,0.3
1792,canalaska uranium ltd.,eaton vance limited duration income fund,0.3
2575,argo blockchain,great lakes dredge & dock corporation,0.3
3217,t. rowe price,"trean insurance group, inc.",0.3
10386,advisors' inner circle,invesco us treasury bond 7-10 year ucits etf,0.3
12204,"utg, inc.","united airlines holdings, inc.",0.3
430,jacob funds inc,blackrock global funds - us basic value fund,0.3
789,merrill lynch funds for institutions ser,"tortoise power and energy infrastructure fund, inc",0.3
344,tucows inc.,estee lauder companies inc. (the),0.3
3725,hardwoods distribution inc.,blackrock muniholdings california quality fund inc,0.3
9235,repsol s.a.,republic first bancorp inc.,0.3
10485,beamr imaging ltd,blackrock muniholdings quality fund inc.,0.3
1165,bow river capital evergreen fund,eaton vance tax-managed global diversified equity income fund,0.3
1486,advisor's inner circle,invesco us treasury bond 1-3 year ucits etf,0.3
4067,pacific gas and electric company,eaton vance tax-managed diversified equity income fund,0.3
8046,ternium s.a.,thermon group holdings inc.,0.3
9299,nanobiotix s.a.,"covenant logistics group, inc.",0.3
6046,ci msci europe low risk weighted etf,ishares jp morgan usd emerging markets bond etf,0.3
520,noco-noco inc,rocky mountain chocolate factory inc.,0.3
4086,great atlantic resources corp.,"gamco global gold, natural reources & income trust by gabelli",0.3
5074,blackberry limited,blackrock enhanced equity dividend trust,0.3
5589,globus maritime limited,lazard global listed infrastructure equity fund,0.3
11874,waterloo brewing ltd.,westbrook thompson overriding royalty trust,0.3
13212,first eagle,first financial northwest inc.,0.3
12678,voya mutual funds,"reviva pharmaceuticals holdings, inc.",0.3
2119,sterling capital funds,first trust senior floating rate 2022 target term fund,0.3
10518,sociedad quimica y minera de chile s.a.,credit suisse floating rate high income fund,0.3
5575,embotelladora andina s.a.,mexico equity and income fund inc. (the),0.3
9216,indico resources ltd.,invesco us treasury bond 1-3 year ucits etf,0.3
10352,sanofi,sanderson farms inc.,0.3
5181,the fresh factory b.c. ltd.,thrivent limited maturity bond portfolio,0.3
2159,quadro resources ltd.,pimco us dollar short maturity source ucits etf,0.3
503,zacapa resources ltd.,saba capital income & opportunities fund ii,0.3
3601,angi inc.,"covenant logistics group, inc.",0.3
13243,pimco funds,parnassus fixed income fund,0.3
2383,compugen ltd.,zapata computing holdings inc.,0.3
5147,andrew peller limited,federated hermes premier municipal income fund,0.3
7179,brainsway ltd.,"bread financial holdings, inc.",0.3
3591,noble iron inc.,rivernorth flexible municipal income fund inc.,0.3
10149,mdxhealth sa,community healthcare trust inc,0.3
9258,ferrovial se,american shared hospital services,0.3
3589,xai octagon funds,western asset mortgage opportunity fund inc,0.3
13283,ta idex fund,nuveen multi-asset income fund,0.3
13291,mfs funds,first foundation inc,0.3
3540,first majestic silver corp.,first trust intermediate duration preferred & income fund,0.3
9282,starr peak mining ltd.,ishares jp morgan usd emerging markets bond etf,0.3
1321,megawatt lithium and battery metals corp,delaware ivy high income opportunities fund,0.3
1945,biontech se,"bioaffinity technologies, inc.",0.3
7954,panoro minerals ltd.,blackrock muniyield quality fund ii inc.,0.3
3128,pldt inc.,american public education inc.,0.3
10164,advisors' inner circle,invesco us treasury bond 7-10 year ucits etf,0.3
6955,lake winn resources corp.,flaherty & crumrine preferred securities income fund inc,0.3
13071,calamos funds,eagle capital growth fund inc.,0.3
6311,janus capital funds,saba capital income & opportunities fund ii,0.3
6305,janus world funds,eaton vance new york municipal bond fund,0.3
2090,bitcoin well inc.,blackrock muniyield quality fund ii inc.,0.3
13933,asset management fund,rivernorth managed duration municipal income fund inc.,0.3
2880,magnitogorsk iron & steel work,blackstone / gso senior floating rate term fund,0.3
5466,companhia paranaense de energia,eaton vance tax advantaged dividend income fund,0.3
7838,belgravia hartford capital inc.,nuveen california amt-free quality municipal income fund,0.3
2003,"nemaura medical, inc.",nuveen california quality municipal income fund,0.3
7264,bridge to life ltd.,faraday future intelligent electric inc.,0.3
6827,zymeworks exchangeco ltd.,pimco new york municipal income fund iii,0.3
7711,kingfisher plc,kentucky first federal bancorp,0.3
13791,credivalores-crediservicios sa,"provident financial services, inc",0.3
11108,ebet inc.,american public education inc.,0.3
9900,moonbound mining ltd.,mexico equity and income fund inc. (the),0.3
11236,nano-x imaging ltd.,apollo senior floating rate fund inc.,0.3
10887,antler hill mining ltd.,fathom digital manufacturing corporation,0.3
652,heliostar metals ltd.,cohen & steers total return realty fund inc,0.3
2788,wearable devices ltd.,western asset emerging markets debt fund inc,0.3
6527,unified series trust,eaton vance national municipal opportunities trust,0.3
4326,pacific bay minerals ltd.,agif - allianz global multi-asset credit,0.3
1830,tegna inc.,people's united financial inc.,0.3
13379,fidelity funds,swiss helvetia fund inc. (the),0.3
9542,anglogold ashanti limited,voya global advantage and premium opportunity fund,0.3
594,bilibili inc,gabelli global utility & income trust,0.3
8210,thunderstruck resources ltd.,cohen & steers total return realty fund inc,0.3
2921,adcore inc.,cracker barrel old country store inc.,0.3
53,metals creek resources corp.,flaherty & crumrine preferred securities income fund inc,0.3
6448,arcadium lithium plc,blackrock muniyield quality fund inc.,0.3
2915,gambling.com group limited,saba capital income & opportunities fund,0.3
13832,ab funds,globalfoundries inc.,0.3
10823,supercom ltd.,superior drilling products inc,0.3
1533,tinkerine studios ltd.,thrivent limited maturity bond portfolio,0.3
49,basf se,global self storage inc,0.3
5426,tornado global hydrovacs ltd.,eaton vance tax-advantaged global dividend income fund,0.3
9439,nova mentis life science corp.,eaton vance tax-managed diversified equity income fund,0.3
2017,franklin templeton investment funds,first trust senior floating rate 2022 target term fund,0.3
11424,signa sports united n.v.,western asset mortgage opportunity fund inc,0.3
4795,hexo corp.,southern missouri bancorp inc.,0.3
9331,trimtabs etf trust,westbrook thompson overriding royalty trust,0.3
4355,invesco global class,invesco us treasury bond 1-3 year ucits etf,0.3
5526,maris-tech ltd.,singularity future technology ltd,0.3
2458,t. rowe price,marathon petroleum corporation,0.3
6848,mechel pao,mantech international corporation,0.3
2459,t. rowe price,interactive brokers group inc.,0.3
11290,value line funds,eaton vance limited duration income fund,0.3
9931,komatsu ltd.,blackrock muniassets fund inc.,0.3
4482,salazar resources limited,pimco us dollar short maturity source ucits etf,0.3
2820,allspring funds trust,invesco municipal income opportunities trust ii,0.3
10302,bitterroot resources ltd.,pimco us dollar short maturity source ucits etf,0.3
551,cvw cleantech inc.,calamos convertible and high income fund,0.3
6301,janus world funds plc,ecofin u.s. renewables infrastructure trust plc,0.3
10447,golden pursuit resources ltd.,nuveen short-duration credit opportunities fund,0.3
1974,franklin templeton investment funds,neuberger berman new york intermediate municipal fund inc,0.3
1098,polaris renewable energy inc.,center coast brookfield mlp & energy infrastructure fund,0.3
3188,t. rowe price,safety insurance group inc.,0.3
9015,swisscom ltd.,sherwin-williams company (the),0.3
3187,t. rowe price,marin software incorporated,0.3
1947,galane gold ltd.,agif - allianz global multi-asset credit,0.3
5693,jowell global ltd,blackrock global funds - global allocation fund,0.3
13036,invesco growth series,ishares plc - european property yield ucits,0.3
9060,oklo inc.,core-mark holding company inc.,0.3
10906,south32 limited,southern first bancshares inc.,0.3
874,yangarra resources ltd.,cracker barrel old country store inc.,0.3
10443,"puerto rico invest. tax-free fd iv, inc.",neuberger berman high yield strategies fund inc,0.3
7472,fathom nickel inc.,federated hermes premier municipal income fund,0.3
1537,honey badger silver inc.,eaton vance tax advantaged dividend income fund,0.3
13759,studio bank,perpetual federal savings bank,0.3
9587,jabil inc.,urstadt biddle properties inc.,0.3
9766,plantx life inc.,blackrock muniyield quality fund ii inc.,0.3
10994,riwi corp.,southern missouri bancorp inc.,0.3
11069,visionary gold corp.,thrivent limited maturity bond portfolio,0.3
7524,deepmarkit corp.,dfa emerging markets small cap portfolio,0.3
9649,mdxhealth sa,acadia healthcare company inc.,0.3
13592,mfs funds,mks instruments inc.,0.3
13904,china xd plastics co. ltd,dragoneer growth opportunities corp. iii,0.3
2870,hub cyber security ltd.,cohen & steers closed-end opportunity fund inc.,0.3
13523,agf us market neutral anti-beta cad-hedg,hall of fame resort & entertainment,0.3
10850,archon minerals limited,madison covered call & equity strategy fund,0.3
2826,allspring funds trust,blackrock california municipal income trust,0.3
6885,lcnb corp.,lakeshore acquisition ii corp.,0.3
9570,sierra grande minerals inc.,neuberger berman new york intermediate municipal fund inc,0.3
11391,low volatility equity - id,eaton vance tax-managed diversified equity income fund,0.3
2477,banco santander brasil s.a.,eaton vance tax-managed buy-write strategy fund,0.3
9206,acceleware ltd.,"blackrock muniyield new jersey fund, inc.",0.29
5820,series portfolios trust,first trust high yield opportunities 2027 term fund,0.29
5320,alkermes plc,farmers & merchants bancorp/lodi ca,0.29
6148,spruce ridge resources ltd.,jpmorgan usd emerging markets sovereign bond etf,0.29
6452,the toronto-dominion bank,nuveen intermediate duration municipal bond fund,0.29
6177,apollo silver corp.,invivo therapeutics holdings corp.,0.29
9991,los andes copper ltd.,tortoise essential assets income term fund,0.29
6549,sealsq corp.,spring valley acquisition corp. ii,0.29
8684,companhia energetica de minas gerais,jonestown bank & trust co of jonestown pennsylvania,0.29
8697,serrano resources ltd.,steris corporation (premerger to form steris plc),0.29
7721,melcor developments ltd.,jpmorgan betabuilders developed asia ex-japan etf,0.29
1357,zeus north america mining corp.,amundi index solutions - amundi index msci emerging markets,0.29
1584,"lakeshore biopharma co., ltd",blackrock new york municipal income quality trust,0.29
7716,gamelancer gaming corp.,eaton vance short duration strategic income fund,0.29
8412,morphosys ag,condor hospitality trust inc,0.29
5302,nubian resources ltd.,nuveen municipal credit opportunities fund,0.29
5286,entheon biomedical corp.,"rivernorth opportunistic municipal income fund, inc",0.29
5363,mfs meridian funds,"bny mellon strategic municipal bond fund, inc",0.29
9934,grupo aeroportuario del centro norte,nuveen credit opportunities 2022 target term fund,0.29
7692,cook & bynum funds trust,invesco pennsylvania value municipal income trust,0.29
7688,final bell holdings international ltd.,baker hughes holdings llc (pre-merger with general electric july 17),0.29
7667,tree island steel ltd.,tortoise essential assets income term fund,0.29
1847,american beacon funds,invesco funds sicav - balanced risk allocation fund,0.29
6525,eco (atlantic) oil & gas ltd.,gabelli global small and mid cap value trust/the,0.29
7936,franklin funds,pimco california municipal income fund ii,0.29
7879,canadian pacific kansas city limited,eaton vance california municipal income trust,0.29
9516,foremost lithium resource & technology,first trust high yield opportunities 2027 term fund,0.29
5258,polyus pub jt stk co,fortress value acquisition corp. iv,0.29
6418,naturally splendid enterprises ltd.,eaton vance tax-managed buy-write opportunities fund,0.29
4357,awale resources limited,nuveen preferred securities & income opportunities fund,0.29
13400,nc slf inc.,take-two interactive software inc.,0.29
1508,ferrari n.v.,fiesta restaurant group inc.,0.29
6330,janus funds,blackrock munivest fund inc.,0.29
7848,turquoise hill resources ltd.,pgim short duration high yield opportunities fund,0.29
7853,transportadora de gas del sur s.a.,barings emerging markets debt blended total return fund,0.29
1418,majuba hill copper corp.,ishares global high yield corp bond ucits etf,0.29
6238,inventronics limited,griffin institutional access real estate fund,0.29
6779,beyond oil ltd.,"cornerstone total return fund, inc.",0.29
8648,azul s.a.,beazer homes usa inc.,0.29
6393,credicorp ltd.,liberty media corp-liberty siriusxm,0.29
7419,sophia genetics sa,first american government obligations fund,0.29
5209,ci&t inc,monarch casino & resort inc.,0.29
1812,atlantic funds,eaton vance enhanced equity income fund ii,0.29
9229,istar inc.,firstmark horizon acquisition corp.,0.29
8208,gaby inc.,gabelli equity trust inc. (the),0.29
9300,shawcor ltd.,"coca-cola consolidated, inc.",0.29
7892,greencastle resources ltd.,nuveen municipal credit opportunities fund,0.29
5894,"hextone, inc. - issuer test client",eaton vance short duration strategic income fund,0.29
6835,legg mason,templeton emerging markets fund,0.29
6288,workiva inc.,nuveen new york municipal value fund inc.,0.29
9423,"telefonica, s.a.",electronic tele-communications inc,0.29
1054,atco ltd.,"coca-cola consolidated, inc.",0.29
1592,gfm resources limited,griffin institutional access real estate fund,0.29
1198,"matachewan consolidated mines, limited",eaton vance risk-managed diversified equity income fund,0.29
8959,burning rock biotech limited,barings global short duration high yield fund,0.29
9599,the toronto-dominion bank,nuveen intermediate duration municipal bond fund,0.29
7041,massmutual instl funds,western asset mortgage defined opportunity fund inc,0.29
7961,luckin coffee inc,virtus allianzgi convertible & income fund,0.29
7173,mynaric ag,german american bancorp inc.,0.29
5357,solar flow-through 2014-i lp,schwab short-term u.s. treasury etf,0.29
8840,turmalina metals corp.,eaton vance california municipal income trust,0.29
5152,abc co,avalon globocare corp,0.29
7955,james bay resources limited,nuveen maryland premium income municipal fund,0.29
5082,platinum group metals ltd.,blackrock income investment quality trust,0.29
6303,janus capital funds,cohen & steers quality income realty fund inc,0.29
7307,"inhibrx, inc.",diamond hill investment group inc.,0.29
3048,clene inc.,clear channel outdoor holdings inc.,0.29
9195,buffalo funds,the charles schwab family of funds,0.29
10225,pucara gold ltd.,principal real estate income fund.,0.29
5118,q4 inc.,"c4 therapeutics, inc.",0.29
1925,exscientia plc,"kiniksa pharmaceuticals international, plc",0.29
8153,golconda gold ltd.,goldman sachs global core fixed income,0.29
5594,arrival,american riviera bank,0.29
7256,amarc resources ltd.,amg managers centersquare real estate fund,0.29
1316,trailbreaker resources ltd.,schwab intermediate-term u.s. treasury etf,0.29
8867,rada electronic industries ltd.,mainstay mackay definedterm municipal opportunities fund,0.29
6943,telefonaktiebolaget lm ericsson,steris corporation (premerger to form steris plc),0.29
8947,sprott funds,t. rowe price growth stock fund inc,0.29
5008,shoal point energy ltd.,duff & phelps select mlp & midstream energy fund inc,0.29
7091,victory mountain ventures ltd.,"voya infrastructure, industrials & materials fund",0.29
1488,"signal gold inc. (""signal gold"")",eaton vance california municipal bond fund,0.29
7811,cbd global sciences inc.,blackrock global funds - continental european flexible fund,0.29
8521,"canadian tire corporation, limited",pimco short-term high yield corporate bond index source ucits etf,0.29
9786,bonterra energy corp.,cohen & steers reit and preferred income fund inc,0.29
9453,ta test issuer,main street financial services corp,0.29
9676,grupo supervielle s.a.,nexpoint diversified real estate trust,0.29
6380,safe supply streaming co ltd.,ishares ii plc - ishares jpmorgan $ emerging markets bond fund,0.29
7943,sweater cashmere,schwab intermediate-term u.s. treasury etf,0.29
9654,snowy owl gold corp.,ishares global high yield corp bond ucits etf,0.29
5772,belden inc.,aberdeen australia equity fund inc.,0.29
7314,vizsla copper corp.,virtus allianzgi convertible & income fund ii,0.29
10245,blue sky global energy corp.,first trust/aberdeen global opportunity income fund,0.29
10264,almacenes exito s.a.,eaton vance enhanced equity income fund ii,0.29
8904,shawcor ltd.,berkshire hills bancorp inc.,0.29
9623,ruckify inc.,blackrock debt strategies fund inc.,0.29
9121,grupo aeroportuario del sureste sa de cv,barings emerging markets debt blended total return fund,0.29
5746,minera irl limited,schwab international small-cap equity etf,0.29
9118,orange,thoma bravo advantage,0.29
7093,allegion plc,social leverage acquisition corp i,0.29
8939,joyy inc.,"global systems dynamic, inc.",0.29
5696,0755461 b.c. ltd.,sharplink gaming ltd.,0.29
7039,massmutual,"tarsus pharmaceuticals, inc.",0.29
818,triple flag precious metals corp.,nyli cbre global infrastructure megatrends term fund,0.29
583,azure power global limited,first trust/aberdeen global opportunity income fund,0.29
7129,copper lake resources ltd.,corporate property associates 17 - global inc,0.29
13317,physicians insurance,"kiniksa pharmaceuticals international, plc",0.29
12174,goldman sachs,coastal carolina bancshares inc,0.29
13923,invesco esg canadian core plus bond etf,pimco short-term high yield corporate bond index source ucits etf,0.29
2511,t. rowe price,"phoenix footwear group, inc.",0.29
728,kincora copper limited,pimco energy & tactical credit opportunities fund,0.29
3571,marpai inc,richmond mutual bancorporation inc,0.29
13856,nuveen funds,nuveen high yield municipal bond i,0.29
3854,radcom ltd.,broadcom corporation (acquired),0.29
3239,bessor minerals inc.,cohen & steers quality income realty fund inc,0.29
3204,banco santander mexico s a,jpmorgan betabuilders developed asia ex-japan etf,0.29
3807,zto express cayman inc,t. rowe price media & telecommunications fund inc,0.29
12094,fidelity newbury street trust,blackrock new york municipal income quality trust,0.29
292,dow inc.,"thunder power holdings, inc.",0.29
474,performance shipping inc,western asset mortgage defined opportunity fund inc,0.29
3843,air france-klm,kansas city life insurance company,0.29
12022,wasatch funds,the charles schwab family of funds,0.29
11844,gafisa s.a.,gulf island fabrication inc.,0.29
3965,reitmans (canada) limited,eaton vance tax-advantage global dividend opp,0.29
13134,federated us govt sec fund: 1-3 yrs,tcw strategic income fund inc,0.29
4019,fidelity advisor funds,clearbridge mlp & midstream total return fund inc,0.29
4042,cariboo rose resources ltd.,corporate property associates 17 - global inc,0.29
13181,jpmorgan funds,ab large cap growth fund inc,0.29
13200,federated adviser ser,science strategic acquisition corp. alpha,0.29
4089,wildbrain ltd.,ollie's bargain outlet holdings inc,0.29
12115,fidelity union street trust,amundi index solutions - amundi index msci emerging markets,0.29
13925,pjsc polyus,san juan basin royalty trust,0.29
2526,t. rowe price,"thunder power holdings, inc.",0.29
2525,t. rowe price,empire petroleum corporation,0.29
2517,t. rowe price,match group inc (pre-merger),0.29
576,stelmine canada ltd.,western asset managed municipals fund inc,0.29
14039,1st capital bank,10x capital venture acquisition corp. iii,0.29
2589,sierra madre gold and silver ltd.,barings emerging markets debt blended total return fund,0.29
10705,uxin limited,thrivent limited maturity bond fund,0.29
793,merrill lynch funds for institutions ser,eaton vance new york insured municipal bond fund,0.29
10700,spot coffee (canada) ltd.,spdr doubleline total return tactical etf,0.29
2518,t. rowe price,new york mortgage trust inc.,0.29
1980,franklin funds,pimco california municipal income fund ii,0.29
10391,carbeeza inc.,the herzfeld caribbean basin fund inc.,0.29
2510,t. rowe price,advanced flower capital inc.,0.29
10570,nucana plc,siteone landscape supply inc,0.29
10477,crh plc,churchill capital corp v,0.29
2519,t. rowe price,atlas air worldwide holdings,0.29
13961,nationwide funds,western asset high income fund ii inc.,0.29
13959,nationwide funds,advent convertible and income fund,0.29
2520,t. rowe price,summit hotel properties inc.,0.29
13878,allianz,alkaline water co inc,0.29
4771,humble & fume inc.,duff & phelps utility & infrastructure fund inc.,0.29
2521,t. rowe price,c.h. robinson worldwide inc.,0.29
2522,t. rowe price,tootsie roll industries inc.,0.29
13975,hartford mutual funds inc/ct,ishares core msci world ucits etf usd acc,0.29
2523,t. rowe price,transdigm group incorporated,0.29
12127,1290 essex small cap growth fund,eaton vance tax managed global buy write opportunities fund,0.29
2524,t. rowe price,electriq power holdings inc.,0.29
12181,goldman sachs funds,invesco global income real estate securities fund,0.29
13543,epsms1,epam systems inc.,0.29
13705,bitwise web3 etf,biorestorative therapies inc,0.29
4132,pasinex resources limited,nuveen preferred securities & income opportunities fund,0.29
13755,focused funds,blackstone secured lending fund,0.29
4555,ultrapar participacoes s.a.,nuveen pennsylvania quality municipal income fund,0.29
10894,qnb corp.,qomolangma acquisition corp.,0.29
4556,new destiny mining corp.,amundi index solutions - amundi index msci emerging markets,0.29
10879,solar flow-through 2015-i lp,schwab short-term u.s. treasury etf,0.29
10868,canadian test issuer,kayne anderson mlp/midstream investment co,0.29
708,first atlantic nickel corp.,mainstay mackay definedterm municipal opportunities fund,0.29
11483,vision lithium inc.,nuveen michigan quality municipal income fund,0.29
4385,new valley bank & trust,blackrock new york municipal income quality trust,0.29
2998,camtek ltd.,"catchmark timber trust, inc.",0.29
4154,fortuna silver mines inc,flaherty & crumrine dynamic preferred and income fund inc.,0.29
13250,mfs funds,bank of san francisco,0.29
11758,ivy funds,ab discovery growth fund inc,0.29
552,verde agritech plc,eaton vance floating-rate income plus fund,0.29
3062,unb corp,dun & bradstreet corporation,0.29
13281,massmutual,"tarsus pharmaceuticals, inc.",0.29
4201,eltek ltd.,goldenstone acquisition ltd.,0.29
4210,cyren ltd.,carlyle secured lending inc.,0.29
4258,cadeler a/s,american energy partners inc,0.29
11669,reorganized isa s.a.,"dws rreef real estate fund ii, inc.",0.29
3562,puerto rico funds,virtus allianzgi convertible & income fund ii,0.29
11284,value line funds,eaton vance floating-rate income plus fund,0.29
11503,pegmatite one lithium and gold corp.,calamos convertible opportunities and income fund,0.29
11395,voya mutual funds,nuveen maryland premium income municipal fund,0.29
3708,sharplink gaming ltd - do not use,ishares ii plc - ishares jpmorgan $ emerging markets bond fund,0.29
3604,twilio inc.,msc industrial direct company inc.,0.29
11399,seadrill new fin ltd,blackrock muniyield investment qualityfund,0.29
3517,loop energy inc.,fiduciary/claymore energy infrastructure fund,0.29
3665,meridian mining uk societas,jpmorgan usd emerging markets sovereign bond etf,0.29
3669,oi s.a.,modiv industrial inc.,0.29
12286,imv inc.,"rivian automotive, inc. / de",0.29
12707,ssga funds - mutual funds,nuveen new jersey municipal value fund,0.29
3457,planet 13 holdings inc.- do not use,baker hughes holdings llc (pre-merger with general electric july 17),0.29
3692,"grupo televisa, s.a.b.",morgan stanley china a share fund inc.,0.29
3426,axovant gene therapies ltd.,eaton vance tax-managed buy-write opportunities fund,0.29
12207,fidelity garrison street trust,primo water corporation (pre acquisition),0.29
2961,"america movil, s.a.b. de c.v. series b",amundi index solutions - amundi index msci emerging markets,0.29
3717,alcon inc.,maui land & pineapple company inc.,0.29
3420,mkango resources ltd.,amg managers centersquare real estate fund,0.29
12728,pimco funds,pgim global high yield fund inc,0.29
13215,mfs series trust vii,six flags entertainment corporation,0.29
13224,federated us govt sec fund: 2-5 yrs,united development funding iv,0.29
2701,massmutual,"tarsus pharmaceuticals, inc.",0.29
13671,nuveen funds,nuveen municipal credit income fund,0.29
2406,franklin funds,pimco california municipal income fund iii,0.29
4416,ivy funds,ab discovery growth fund inc,0.29
10966,voyager digital ltd.,eaton vance new york municipal bond fund,0.28
7177,verde agritech ltd.,nuveen select maturities municipal fund,0.28
9854,pocml 6 inc.,pioneer municipal high income trust.,0.28
34,the adirondack trust company,eaton vance tax-managed diversified equity income fund,0.28
1356,u power limited,nuveen preferred & income opportunites fund,0.28
6929,"one gas, inc","cohen & steers infrastructure fund, inc",0.28
10564,canon inc.,blackrock municipal income fund inc.,0.28
44,canagold resources ltd.,lazard global listed infrastructure equity fund,0.28
4542,isa interconexion electrica s.a. e.s.p.,blackstone / gso senior floating rate term fund,0.28
10757,south pacific metals corp.,voya asia pacific high dividend equity income fund,0.28
6556,propertyguru group limited,nuveen short-duration credit opportunities fund,0.28
7730,tuanche limited,goldman sachs mlp income opportunities fund,0.28
7135,klm royal dutch airlines,blackrock california municipal income trust,0.28
10428,hi-crush inc.,gabelli multi-media trust inc. (the),0.28
2135,trifecta gold ltd.,thrivent limited maturity bond portfolio,0.28
673,"calix, inc.","the value line tax exempt fund, inc.",0.28
13637,advisors' inner circle,provident bancorp inc/old (inactive),0.28
7128,clearview resources ltd.,delaware ivy high income opportunities fund,0.28
7854,canickel mining limited,nuveen california quality municipal income fund,0.28
2717,gr silver mining ltd.,westbrook thompson overriding royalty trust,0.28
5671,aegon n.v.,newamsterdam pharma company n.v.,0.28
3520,western uranium & vanadium corp.,western asset/claymore u.s treasury inflation prot secs fd 2,0.28
4151,odyssey resources limited,federated hermes premier municipal income fund,0.28
1167,abits inc.,gabelli multi-media trust inc. (the),0.28
9223,engie,exide technologies,0.28
5956,nican limited,eaton vance limited duration income fund,0.28
8586,"cadiz, inc.","independence contract drilling, inc.",0.28
4564,gabriel resources ltd.,saba capital income & opportunities fund ii,0.28
12432,harbor fund,blackrock muniyield florida fund,0.28
766,medallion resources ltd.,nuveen short-duration credit opportunities fund,0.28
13844,3iq ether etf,brainstorm cell therapeutics inc,0.28
